603.67,1.0087708209482142e-07
603.678,1.0087757619485543e-07
603.689,1.0087806990404156e-07
603.699,1.0087856232193795e-07
603.71,1.0087905748021918e-07
603.72,1.0087955357054907e-07
603.73,1.0088004821198195e-07
603.74,1.0088053683364465e-07
603.75,1.0088103367814092e-07
603.76,1.0088153057607754e-07
603.77,1.0088202288752119e-07
603.78,1.0088251670377135e-07
603.79,1.0088300862704193e-07
603.8,1.0088350670340195e-07
603.81,1.0088399831980072e-07
603.82,1.0088449282629848e-07
603.83,1.0088498589201784e-07
603.84,1.0088548284135603e-07
603.85,1.0088598029382305e-07
603.86,1.0088647339850492e-07
603.87,1.0088696431065822e-07
603.88,1.0088745908086713e-07
603.89,1.0088795650025016e-07
603.899,1.0088844994558087e-07
603.91,1.0088894367794076e-07
603.92,1.0088943876376423e-07
603.93,1.0088993152296537e-07
603.94,1.008904245430216e-07
603.95,1.0089092025044407e-07
603.96,1.0089140981112759e-07
603.97,1.0089190552194915e-07
603.98,1.0089240746499344e-07
603.99,1.0089289774178761e-07
604.0,1.008933902027813e-07
604.01,1.0089388744687937e-07
604.02,1.0089438000640666e-07
604.03,1.0089487620537887e-07
604.04,1.0089536998780157e-07
604.05,1.0089586244493137e-07
604.06,1.0089635389328698e-07
604.07,1.0089685181886135e-07
604.08,1.0089734544309756e-07
604.09,1.0089784065865177e-07
604.1,1.0089833612484426e-07
604.11,1.0089882922925496e-07
604.12,1.0089932031010965e-07
604.13,1.0089981593854005e-07
604.14,1.0090031130567706e-07
604.15,1.0090080488108674e-07
604.16,1.0090129927607008e-07
604.17,1.0090179526933146e-07
604.18,1.009022866593351e-07
604.19,1.0090278483238842e-07
604.2,1.0090327666647327e-07
604.21,1.0090377088200102e-07
604.22,1.0090426426554304e-07
604.23,1.0090475796321955e-07
604.24,1.009052551435034e-07
604.25,1.0090574917236604e-07
604.26,1.0090624204436929e-07
604.27,1.0090673854951241e-07
604.28,1.0090723042203019e-07
604.29,1.0090772411549213e-07
604.3,1.0090822084308073e-07
604.31,1.0090871464817509e-07
604.32,1.0090920937477855e-07
604.33,1.0090970204840269e-07
604.34,1.0091019663765825e-07
604.35,1.009106907217619e-07
604.36,1.009111836286558e-07
604.37,1.0091168307056388e-07
604.38,1.0091217554003044e-07
604.39,1.0091266709538351e-07
604.4,1.0091316283069264e-07
604.41,1.0091365725994126e-07
604.42,1.0091415271950303e-07
604.43,1.0091464480404943e-07
604.44,1.0091514104364733e-07
604.45,1.0091563327623578e-07
604.46,1.009161297189211e-07
604.47,1.0091662392416006e-07
604.48,1.009171187613892e-07
604.49,1.009176129749458e-07
604.5,1.0091810580904858e-07
604.509,1.0091860184780887e-07
604.52,1.0091909591546874e-07
604.53,1.0091959005777306e-07
604.54,1.0092008104853248e-07
604.55,1.0092057359719969e-07
604.56,1.0092107297941613e-07
604.57,1.0092156709422379e-07
604.58,1.0092206263360583e-07
604.59,1.0092255615006811e-07
604.6,1.0092304898422098e-07
604.61,1.0092354220723404e-07
604.62,1.0092403856976757e-07
604.63,1.0092453202967959e-07
604.64,1.00925024656862e-07
604.65,1.0092552045041915e-07
604.66,1.0092601730076983e-07
604.67,1.0092651036935634e-07
604.68,1.0092700241341412e-07
604.69,1.0092749490930165e-07
604.7,1.0092799295455614e-07
604.71,1.0092848621553844e-07
604.72,1.0092898070148236e-07
604.73,1.0092947119711016e-07
604.74,1.0092996806396252e-07
604.75,1.0093046319511642e-07
604.76,1.0093095742114006e-07
604.77,1.0093145313499333e-07
604.78,1.0093194728941263e-07
604.79,1.009324403958281e-07
604.8,1.0093293602667662e-07
604.81,1.0093342685292587e-07
604.82,1.0093392634189828e-07
604.83,1.0093441657915376e-07
604.84,1.0093491370357304e-07
604.85,1.0093540636301721e-07
604.86,1.0093590114320948e-07
604.87,1.0093639709801756e-07
604.88,1.009368900392754e-07
604.89,1.0093738530134602e-07
604.9,1.0093787712328917e-07
604.91,1.0093837430154082e-07
604.92,1.0093886650020319e-07
604.93,1.0093936207626534e-07
604.94,1.0093985721607805e-07
604.95,1.0094035001571716e-07
604.96,1.0094084582527226e-07
604.97,1.0094134099358523e-07
604.98,1.0094183137018232e-07
604.99,1.0094232922910797e-07
605.0,1.0094282279326333e-07
605.01,1.0094331881807406e-07
605.02,1.009438106950808e-07
605.03,1.0094430698680711e-07
605.04,1.0094480020232695e-07
605.05,1.0094529419633102e-07
605.06,1.009457921618258e-07
605.07,1.009462824047578e-07
605.08,1.0094677456809601e-07
605.09,1.0094727056886441e-07
605.1,1.0094776497029526e-07
605.11,1.0094825914218104e-07
605.12,1.0094875516407723e-07
605.13,1.0094924686156972e-07
605.14,1.0094974172227617e-07
605.149,1.0095023918105441e-07
605.159,1.0095073085594288e-07
605.17,1.0095122498980745e-07
605.18,1.0095171944465364e-07
605.19,1.0095221423280236e-07
605.2,1.0095270907363447e-07
605.21,1.0095320404194883e-07
605.22,1.0095369394527211e-07
605.23,1.0095419159642455e-07
605.24,1.0095468654483751e-07
605.25,1.0095518030145848e-07
605.26,1.0095567519833957e-07
605.27,1.0095617088286138e-07
605.28,1.0095666448022892e-07
605.29,1.0095715411661408e-07
605.3,1.0095765304942176e-07
605.31,1.0095814448283703e-07
605.32,1.009586415430005e-07
605.329,1.009591356011581e-07
605.338,1.0095962661895299e-07
605.35,1.0096012470573235e-07
605.36,1.0096061499751549e-07
605.37,1.0096110764857988e-07
605.38,1.0096160640718451e-07
605.39,1.0096209952938982e-07
605.4,1.0096259792318515e-07
605.41,1.0096308667317e-07
605.42,1.009635820351645e-07
605.43,1.0096407700917516e-07
605.44,1.0096457197542166e-07
605.45,1.0096507008589194e-07
605.46,1.0096556160210738e-07
605.47,1.0096605614110384e-07
605.48,1.0096655007835976e-07
605.49,1.0096704365700799e-07
605.5,1.0096753839693109e-07
605.51,1.0096803328671066e-07
605.52,1.0096852812942197e-07
605.53,1.0096902408528113e-07
605.54,1.0096951461790006e-07
605.55,1.0097001298421286e-07
605.56,1.009705035446258e-07
605.57,1.0097099821631361e-07
605.58,1.0097149509882056e-07
605.59,1.0097198623504664e-07
605.6,1.0097248479730435e-07
605.61,1.0097297722787514e-07
605.62,1.009734755617103e-07
605.63,1.0097396472275862e-07
605.64,1.0097445817478775e-07
605.65,1.0097495817736394e-07
605.66,1.009754507587626e-07
605.67,1.0097594288841681e-07
605.68,1.0097643697492711e-07
605.69,1.0097693520926086e-07
605.7,1.0097742708503102e-07
605.71,1.0097792179430783e-07
605.72,1.0097841530730344e-07
605.73,1.0097890824834751e-07
605.74,1.0097940693645629e-07
605.75,1.0097989776374234e-07
605.76,1.0098039326136409e-07
605.769,1.0098088705950978e-07
605.78,1.0098138259298351e-07
605.79,1.0098187720477572e-07
605.8,1.0098236950649154e-07
605.81,1.0098286474722062e-07
605.82,1.009833600112488e-07
605.83,1.0098385036400178e-07
605.84,1.009843498469745e-07
605.85,1.0098484397987344e-07
605.86,1.0098533934601518e-07
605.87,1.0098583177365332e-07
605.88,1.009863250979874e-07
605.89,1.009868200189792e-07
605.9,1.0098731230652751e-07
605.91,1.0098780857167315e-07
605.92,1.0098830172784787e-07
605.93,1.0098879544112861e-07
605.94,1.0098929003510951e-07
605.95,1.0098979032919213e-07
605.959,1.0099027933508584e-07
605.969,1.0099077589100825e-07
605.98,1.0099126768186673e-07
605.99,1.0099176434551903e-07
606.0,1.0099225902545748e-07
606.01,1.0099275137523244e-07
606.02,1.009932466520852e-07
606.03,1.0099374202530159e-07
606.04,1.0099423551626807e-07
606.05,1.009947290730156e-07
606.06,1.0099522753883623e-07
606.07,1.009957196871433e-07
606.08,1.0099621446513007e-07
606.09,1.009967094057732e-07
606.1,1.0099720357045536e-07
606.11,1.0099769376061528e-07
606.12,1.0099819046047935e-07
606.13,1.0099868435067308e-07
606.14,1.0099918162782943e-07
606.15,1.0099967528276119e-07
606.16,1.0100016936476788e-07
606.17,1.0100066254297669e-07
606.18,1.0100115837858594e-07
606.19,1.0100165221966508e-07
606.2,1.0100214476995107e-07
606.21,1.010026436212233e-07
606.22,1.0100313053748599e-07
606.23,1.0100362849327388e-07
606.24,1.0100412242244859e-07
606.25,1.01004619861259e-07
606.26,1.0100511077256684e-07
606.27,1.010056081446448e-07
606.28,1.0100610300584269e-07
606.29,1.0100659597713665e-07
606.3,1.0100709289877946e-07
606.31,1.0100758078504432e-07
606.32,1.0100807744378026e-07
606.33,1.0100857207514591e-07
606.34,1.0100906980873058e-07
606.35,1.0100956107705903e-07
606.36,1.0101005690105092e-07
606.37,1.0101055334911253e-07
606.379,1.010110460918187e-07
606.39,1.0101153896319176e-07
606.394,1.0101203745384468e-07
606.41,1.0101252687622037e-07
606.42,1.0101302324363965e-07
606.43,1.0101351665512107e-07
606.44,0.011068578616296693
606.45,0.02207569711740189
606.46,0.033077047834958066
606.47,0.04407794249442181
606.48,0.055078905339031
606.49,0.06608000882872944
606.5,0.07708129221226266
606.51,0.08808279702734362
606.52,0.09908457118132515
606.53,0.11008669897605408
606.54,0.12108923594210987
606.55,0.13209224299377922
606.56,0.14309585601828304
606.57,0.15410022674187865
606.58,0.16510550648321753
606.59,0.17611183641036499
606.6,0.1871190350576288
606.61,0.19812623437371576
606.62,0.20005516035289223
606.63,0.200033880549651
606.64,0.20003236805733945
606.65,0.2000321130451399
606.66,0.2000321678866349
606.67,0.20003161358370744
606.68,0.20002990322993772
606.69,0.2000273805428247
606.7,0.20002419477871536
606.71,0.20002045620582262
606.72,0.2000162913094528
606.73,0.20001185625833243
606.74,0.20000725675716652
606.75,0.2000024828823638
606.76,0.19999835506838748
606.77,0.19999549355149887
606.78,0.19999582400569535
606.79,0.2000007068390772
606.799,0.1999982184007215
606.81,0.19997951982553985
606.82,0.19998845695582554
606.83,0.1999851983496447
606.84,0.19998771127557088
606.85,0.1999871632725218
606.86,0.19998883529470046
606.87,0.19999045559533563
606.88,0.19999214404854446
606.89,0.19999398876107455
606.9,0.19999578796579684
606.91,0.1999974401739919
606.92,0.19999889573929427
606.93,0.2000001398724956
606.94,0.20000130360047602
606.95,0.20000248928208703
606.96,0.200002978800885
606.97,0.20000358236736537
606.98,0.2000043093041016
606.99,0.20000507302366513
607.0,0.20000591904792142
607.01,0.2000068754008345
607.02,0.2000079609080792
607.03,0.20000918805328868
607.04,0.2000105652520988
607.05,0.2000120982751824
607.06,0.20001379037685496
607.07,0.20001564084845141
607.08,0.20001764195362584
607.09,0.20001977467636606
607.1,0.20002200390389244
607.11,0.2000239093360481
607.12,0.200025757076717
607.13,0.20002806395678874
607.14,0.20003028059567793
607.15,0.20003182086017404
607.16,0.2000327718647089
607.17,0.20003309573151962
607.179,0.20003258402015586
607.19,0.20003135181841894
607.2,0.2000293120104324
607.21,0.20002662375800495
607.22,0.20002334635549457
607.23,0.20001958391576438
607.24,0.20001540017439776
607.25,0.20001108993462063
607.26,0.2000067681841299
607.27,0.20000266489687504
607.28,0.19999914521862883
607.29,0.19999706664172623
607.3,0.19999791070841927
607.31,0.1999998689904986
607.32,0.19999007253491746
607.33,0.19997823339578455
607.34,0.19999037636243822
607.35,0.19998287740965612
607.36,0.19998709637054182
607.37,0.19998714933907114
607.38,0.19998856293298758
607.39,0.1999903587117395
607.4,0.1999922392357175
607.41,0.19999430771901347
607.42,0.19999641906458193
607.43,0.1999977459298173
607.44,0.19999902098753644
607.45,0.20000026351826894
607.46,0.2000012928562843
607.47,0.20000216293074283
607.48,0.20000292732565697
607.49,0.20000364341368693
607.5,0.20000436541457248
607.51,0.20000513946494353
607.52,0.20000600163899845
607.53,0.2000069779936862
607.54,0.20000808621368715
607.55,0.20000933804515125
607.56,0.20001074145536482
607.57,0.20001230190975744
607.58,0.20001402226291456
607.59,0.20001590100008595
607.6,0.20001792893531575
607.61,0.20002008470825253
607.619,0.20002232991727795
607.63,0.20002460499801406
607.64,0.20002682721028014
607.65,0.20002889162644852
607.66,0.20003067372338892
607.67,0.20003194868383342
607.68,0.20003220367813176
607.69,0.20003206445210725
607.7,0.2000320677752531
607.71,0.20003117177542543
607.72,0.20002915902848892
607.73,0.20002640694909982
607.74,0.20002302682340542
607.75,0.20001913245208852
607.76,0.2000148625051672
607.77,0.20001037589076032
607.78,0.2000056645132332
607.79,0.20000104138990193
607.8,0.1999972234160471
607.81,0.19999510903191636
607.82,0.19999705122974668
607.83,0.2000018904749722
607.84,0.1999924443504945
607.85,0.199978448179476
607.86,0.1999914328264606
607.87,0.19998362978399212
607.88,0.19998770238350425
607.89,0.19998805663863373
607.9,0.19998932553148072
607.91,0.19999098777788102
607.92,0.1999926906399258
607.93,0.1999945862217603
607.94,0.1999963474720901
607.95,0.1999979394472833
607.96,0.19999932606799606
